account_value,date,daily_return
986366.9091600019,2021-05-17,
986591.5161200019,2021-05-18,0.00022771136978971818
989005.8506700019,2021-05-19,0.0024471470822038377
985105.1486700019,2021-05-20,-0.003944063624454319
982339.0616700018,2021-05-21,-0.002807910408076264
977969.739670002,2021-05-24,-0.0044478756576897815
983338.822670002,2021-05-25,0.0054900297853917035
982809.892410002,2021-05-26,-0.0005378921769445544
980113.8524100019,2021-05-27,-0.0027431958314836358
982570.0434100018,2021-05-28,0.00250602620701712
990531.7784100017,2021-05-31,0.008102969404978788
989198.1284100016,2021-06-01,-0.0013463979945608218
988447.0744100017,2021-06-02,-0.0007592553791090362
976742.8564100019,2021-06-03,-0.011841016381161418
972754.1554100018,2021-06-04,-0.004083675630513928
967217.0514100017,2021-06-07,-0.005692192594814682
971663.1974100017,2021-06-08,0.00459684410393546
974683.3504100018,2021-06-09,0.0031082303086609198
991266.1394100018,2021-06-10,0.017013514176706046
1008460.0924100017,2021-06-11,0.017345445704655793
1004235.3514100019,2021-06-15,-0.004189299142124292
983052.0964100019,2021-06-16,-0.021093914857963858
986645.1224100019,2021-06-17,0.003654970080549491
1010800.3434100018,2021-06-18,0.024482177483427625
1015813.500410002,2021-06-21,0.0049595917063975925
1024351.7504100018,2021-06-22,0.008405332274628918
918466.8744100018,2021-06-23,-0.1033676917695695
932012.1464100017,2021-06-24,0.014747697905491686
945458.2464100018,2021-06-25,0.014426957901560344
941944.3134100016,2021-06-28,-0.0037166453551417122
945979.1844100018,2021-06-29,0.004283555771352754
947276.3114100017,2021-06-30,0.0013712003618862045
929215.7764100018,2021-07-01,-0.019065751758446492
912597.4454100018,2021-07-02,-0.01788425403645688
918949.996410002,2021-07-05,0.006960956369044258
914699.2394100018,2021-07-06,-0.004625667355793395
949967.0804100018,2021-07-07,0.03855676213609671
949930.936410002,2021-07-08,-3.8047634223548066e-05
962523.7344100019,2021-07-09,0.013256540572929243
957243.7344100019,2021-07-12,-0.005485579016123121
944511.506410002,2021-07-13,-0.01330092592128318
923267.2864100017,2021-07-14,-0.022492282895258287
943938.8694100018,2021-07-15,0.022389597578376996
924959.4484100018,2021-07-16,-0.020106620899998373
917717.1494100019,2021-07-19,-0.007829855689835186
923715.6854100019,2021-07-20,0.006536366901126689
943775.2704100019,2021-07-21,0.021716189642374983
942752.326410002,2021-07-22,-0.0010838851494333612
942926.9478100019,2021-07-23,0.0001852251064338173
909463.747810002,2021-07-26,-0.03548864530568352
880326.8330700018,2021-07-27,-0.03203746692505571
879221.5260600017,2021-07-28,-0.0012555643750463696
905413.5698000019,2021-07-29,0.029790039215000785
877008.2309800019,2021-07-30,-0.031372777885662284
887303.3309400018,2021-08-02,0.01173888635970477
876034.6427200019,2021-08-03,-0.012699927777868214
917828.1895200019,2021-08-04,0.04770764164101449
925072.6811900018,2021-08-05,0.007893080374648864
920548.9911900018,2021-08-06,-0.00489009144036201
897863.2111900018,2021-08-09,-0.024643750867266667
893665.3911900019,2021-08-10,-0.004675344693582328
888072.5411900018,2021-08-11,-0.00625832672400195
901397.3111900018,2021-08-12,0.015004145924999657
